Title,type,country,date_added,release_year,rating,description,IMDb,Genre
The Week Of,Movie,United States,2018-04-27,2018,TV-14,Two fathers with clashing views about their children's upcoming wedding struggle to keep it together during the chaotic week before the big day.,5.1,Comedy
The West Wing,TV Show,United States,2015-12-25,2005,TV-14,This powerful political epic chronicles the triumphs and travails of White House senior staff under the administration of President Josiah Bartlet.,8.8,Drama
The White Helmets,Movie,United Kingdom,2016-09-16,2016,TV-PG,"As daily airstrikes pound civilian targets in Syria, a group of indomitable first responders risk their lives to rescue victims from the rubble.",7.5,Documentaries
The Who Was? Show,TV Show,United States,2018-05-11,2018,TV-PG,Fresh voices bring some of the most famous names in history to life. A live-action sketch comedy show based on the series of best-selling books.,6.5,Comedy
The Wiggles,TV Show,Australia,2020-05-15,2015,TV-Y,"The top band for preschool kids, The Wiggles, entertains tots with spirited music, simple choreography and whimsical adventures.",5.7,Children
The Willoughbys,Movie,Canada,2020-04-22,2020,PG,Four siblings with horribly selfish parents hatch a plan to get rid of them for good and form a perfectly imperfect family of their own.,6.4,Comedy
The Windsors,TV Show,United Kingdom,2020-04-01,2020,TV-MA,The all-too-public trials and tribulations of England's royal family are reimagined as an over-the-top comedic soap opera.,7.0,Comedy
The Wishing Tree,Movie,India,2017-06-05,2017,TV-14,Five children living on the edge of a forest band together to save a magical wishing tree from destruction and find their own paths to happiness.,5.9,Drama
The Witch,Movie,United Kingdom,2018-09-17,2015,R,"Believing that a witch has cursed their family, pilgrims homesteading on the edge of a primeval New England forest become increasingly paranoid.",6.9,Horror
The Witch Files,Movie,United States,2019-02-01,2018,TV-14,"A disparate group of teenage girls discovers how to obtain supernatural abilities, but abusing their newfound power has disturbing consequences.",4.4,Horror
The Witcher,TV Show,United States,2019-12-20,2019,TV-MA,"Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",8.3,Drama
The Wolf's Call,Movie,France,2019-06-20,2019,TV-14,"With nuclear war looming, a military expert in underwater acoustics strives to prove things aren't as they seem – or sound – using only his ears.",6.9,Drama
The Women Who Kill Lions,Movie,United Kingdom,2017-08-01,2016,TV-MA,Experience an up-close look at the controversial passion and resulting infamy of big-game hunters Rebecca Francis and Jacine Jadresko.,3.6,Documentaries
The World Is Not Enough,Movie,United Kingdom,2019-12-31,1999,PG-13,"Greed, revenge, world domination: It's all in a day's work for James Bond, who's on a mission to protect an oil heiress from a notorious terrorist.",6.4,Action & Adventure
The World Is Yours,Movie,France,2018-11-30,2018,TV-MA,"To escape his life of crime, a Paris drug dealer takes on one last job involving Spain, unhinged gangsters, his longtime crush and his scheming mother.",6.4,Comedy
The World We Make,Movie,United States,2019-09-04,2019,PG,"A teenage equestrian and a local football player for each other, but simmering racism in their small town puts their relationship to the test.",5.1,Drama
The World's Most Extraordinary Homes,TV Show,United Kingdom,2019-01-18,2019,TV-G,Award-winning architect Piers Taylor and actress/property enthusiast Caroline Quentin travel the world to tour unconventional homes in extreme places.,7.5,Documentaries
The Worst Witch,TV Show,United Kingdom,2020-10-01,2020,TV-G,"After stumbling into a school for witches, a bumbling heroine comes to realize that she just might belong there. Based on Jill Murphy's beloved books.",7.3,Children
The Worthy,Movie,United Arab Emirates,2017-12-01,2016,TV-MA,"In the near future, with civilization a thing of the past, a man puts his family in peril when he reluctantly lets outsiders into his compound.",5.2,Sci-Fi & Fantasy
The Wrong Missy,Movie,United States,2020-05-13,2020,TV-MA,"Tim thinks he's invited the woman of his dreams on a work retreat to Hawaii, realizing too late he mistakenly texted someone from a nightmare blind date.",5.8,Comedy
The Young Offenders,Movie,Ireland,2017-03-09,2016,TV-MA,"Never ones to think things through, two Irish teens steal bicycles and set off to the coast to find a bale of cocaine from a smuggler’s capsized ship.",7.1,Comedy
The Young Vagabond,Movie,Hong Kong,2018-08-16,1985,TV-14,"To avenge his master, a wine-loving young man steps up his fighting skills to defeat a powerful thief in a life-or-death match.",5.6,Comedy
Theeram,Movie,India,2018-07-01,2017,TV-14,"An auto rickshaw driver harbors a deep affection for a young woman, but his troubled past threatens to stand between them.",6.5,Drama
Then Came You,Movie,United States,2019-06-01,2019,TV-14,A hypochondriac confronts his fear of death when a terminally ill teen girl enlists him to help her complete her bucket list.,7.0,Comedy
Theo Von: No Offense,Movie,United States,2019-08-07,2016,TV-MA,"Southern charmer Theo Von offers up a twisted take on his dating mishaps, meeting Brad Pitt, chasing down fugitive chimpanzees and more.",5.6,Comedy
Theo Who Lived,Movie,United States,2016-12-16,2016,TV-14,American journalist Theo Padnos retraces the Middle Eastern journey that led to his 2012 kidnapping and brutal torture by an al-Qaida faction.,6.8,Documentaries
There Will Be Blood,Movie,United States,2020-03-01,2007,R,"An ambitious prospector strikes it rich and turns a simple village into a boomtown, stoking the ire of a charismatic young preacher.",8.2,Drama
There's Something in the Water,Movie,Canada,2020-03-27,2019,TV-14,This documentary spotlights the struggle of minority communities in Nova Scotia as they fight officials over the lethal effects of industrial waste.,6.7,Documentaries
They Are Everywhere,Movie,France,2016-10-28,2016,TV-MA,"In counseling sessions with his therapist, preoccupied Yvan shares stories of anti-Semitism and what it's like to live as a Jew in modern France.",5.4,Comedy
Thi Mai,Movie,Spain,2018-05-04,2017,TV-MA,"Along with her two friends, a determined woman travels to Vietnam to bring home the baby her recently deceased daughter had planned to adopt.",5.9,Comedy
Thieves of the Wood,TV Show,Belgium,2020-01-02,2019,TV-MA,Charismatic highwayman Jan de Lichte leads the oppressed and downtrodden in a revolt against the corrupt aristocracy of 18th-century Flanders.,6.7,Drama
This Earth of Mankind,Movie,Indonesia,2020-04-23,2019,TV-14,A Javanese royal and half-Dutch woman fall in love as Indonesia rises to independence from colonial rule. Based on Pramoedya Ananta Toer's famed novel.,6.5,Drama
This Was Tomorrow,Movie,Belgium,2015-12-15,2015,NR,"The Tomorrowland music festival marks its 10th anniversary in Belgium, the U.S. and Brazil, with all the diverse excitement of the annual event.",6.2,Documentaries
Thithi,Movie,India,2017-03-09,2015,TV-MA,"In a South Indian village, a centenarian's funeral brings together his free-spirited son, inheritance-hungry grandson and girl-crazy great-grandson.",8.2,Drama
Thor: Tales of Asgard,Movie,United States,2020-04-15,2011,TV-Y7,"Thor, the Marvel comic book character, comes to life in this animated feature that explores his earliest adventures with his brother Loki.",6.3,Children
Thottappan,Movie,India,2020-02-08,2019,TV-14,"When his partner in crime goes missing, a small-time crook’s life is transformed as he dedicates himself to raising the daughter his friend left behind.",7.0,Comedy
Three Days of Christmas,TV Show,Spain,2019-12-06,2019,TV-MA,"Four sisters deal with family drama and secrets throughout three different time periods, all occurring on Christmas Day.",6.8,Drama
Thunderbolt,Movie,United States,2017-03-31,1947,TV-PG,"A P-47 Thunderbolt squadron is shown in preparation, at play and in bombing raids aiming to halt Nazi supply lines and aid Allied ground troops.",6.6,Documentaries
Tidelands,TV Show,Australia,2018-12-14,2018,TV-MA,"Ex-con Cal McTeer's return to her hometown of Orphelin Bay blows the lid off a generations-long conspiracy of silence around murder, drugs and Sirens.",7.0,Crime
Tidying Up with Marie Kondo,TV Show,United States,2019-01-01,2019,TV-PG,"In a series of inspiring home makeovers, world-renowned tidying expert Marie Kondo helps clients clear out the clutter – and choose joy.",6.6,Reality
Tientsin Mystic,TV Show,China,2018-02-09,2017,TV-14,"In an otherworldly river town, a policeman follows the trail of a sinister force to save his community from deadly spells.",7.3,Crime
Tiffany Haddish Presents: They Ready,TV Show,United States,2019-08-13,2019,TV-MA,"Hand-picked by Tiffany Haddish, six diverse comedians showcase their raw humor in a series of specials oozing with energy.",6.3,Comedy
Tiffany Haddish: Black Mitzvah,Movie,United States,2019-12-03,2019,TV-MA,"On her 40th birthday, Tiffany Haddish drops a bombastic special studded with singing, dancing and raunchy reflections on her long road to womanhood.",6.1,Comedy
Tig,Movie,United States,2015-07-17,2015,TV-14,Comedian Tig Notaro announced her cancer diagnosis at what became a legendary stand-up set in 2012. Follow her search for humor amid devastating news.,7.4,Comedy
"Tiger King: Murder, Mayhem and Madness",TV Show,United States,2020-03-20,2020,TV-MA,A zoo owner spirals out of control amid a cast of eccentric characters in this true murder-for-hire story from the underworld of big cat breeding.,7.8,Crime
Tigertail,Movie,United States,2020-04-10,2020,PG,A man reflects on the lost love of his youth and his long-ago journey from Taiwan to America as he begins to reconnect with his estranged daughter.,6.4,Drama
Tijuana,TV Show,Mexico,2019-04-05,2019,TV-MA,"When a prominent politician is murdered, the intrepid journalists of Frente Tijuana risk their lives to uncover the truth.",7.1,Crime
Tik Tok,Movie,China,2017-07-01,2016,TV-14,A police officer and a psychologist learn of a sinister threat at a highly anticipated soccer match and team up in hopes of preventing disaster.,5.6,Drama
Tikli and Laxmi Bomb,Movie,India,2018-08-01,2017,TV-MA,Two frustrated sex workers cut out the middlemen from their business affairs and start a cooperative that's run entirely by women.,8.2,Drama
Tim Allen: Men Are Pigs,Movie,United States,2018-12-31,1990,TV-MA,"Standup comedian Tim Allen delivers a set dedicated to ""men stuff"" like lawn care, power tools and why he grunts like an animal.",5.9,Comedy
Time Share,Movie,Mexico,2018-11-30,2018,TV-MA,Husband and father Pedro becomes increasingly suspicious that a series of mishaps at a resort during a family vacation are part of a sinister plan.,6.0,Drama
Time to Hunt,Movie,South Korea,2020-04-23,2020,TV-MA,"Wanting to leave their dystopian world behind for a faraway paradise, three outlaws plot a money heist — and draw the attention of a vicious killer.",6.2,Thrillers
Time Trap,Movie,United States,2019-09-13,2017,TV-14,"While searching for their missing archaeology professor, a group of students discovers a cave where time passes differently than it does on the surface.",6.5,Action & Adventure
Time: The Kalief Browder Story,TV Show,United States,2019-04-07,2017,TV-MA,"This series traces the tragic case of Kalief Browder, a Bronx teen who spent three horrific years in jail, despite never being convicted of a crime.",8.5,Documentaries
Tini: The New Life of Violetta,Movie,Spain,2017-02-19,2016,G,"After completing a world tour, a teen pop star spends the summer at an Italian villa to recover from heartbreak and grow into a mature artist.",5.5,Children
Tinker Bell and the Legend of the NeverBeast,Movie,United States,2015-05-17,2014,G,"When suspicious scout fairies scheme to capture the fearsome-looking NeverBeast, Tinker Bell and Fawn set out to save the wondrous creature.",7.3,Children
Tinker',Movie,United States,2019-03-19,2018,TV-14,"While building a revolutionary machine outlined in his late father's journal, a recluse farmer becomes the guardian for his gifted six-year-old nephew.",5.1,Drama
Tiny House Nation,TV Show,United States,2020-01-17,2019,TV-PG,"Traveling the U.S., host John Weisbarth and expert Zack Giffin are helping families prep for the tiny lifestyle and create hypercustomized mini homes.",7.2,Reality
Tip the Mouse,TV Show,Germany,2017-09-01,2014,TV-Y,"In his tiny meadow village, curious little mouse Tip enjoys fun and adventure while learning about the world with his furry friends and family.",6.5,Children
Tjovitjo,TV Show,South Africa,2020-04-29,2017,TV-MA,"Amidst poverty and struggle, a hardened pantsula dance leader enters a dark space and searches for redemption and salvation in his community.",4.8,Drama
To All the Boys: P.S. I Still Love You,Movie,United States,2020-02-12,2020,TV-14,"Lara Jean is officially Peter’s girlfriend, so everything should be perfect, right? But feelings grow complicated when an old crush reenters her life.",6.0,Comedy
To and From New York,Movie,United States,2008-01-01,2006,TV-MA,"While covering a story in New York City, a Seattle-based reporter uncovers a link between two missing women that changes her article entirely.",6.5,Drama
"To Each, Her Own",Movie,France,2018-06-24,2018,TV-MA,"Just as Simone works up the courage to tell her conservative Jewish family she's a lesbian, she finds herself attracted to a male Senegalese chef.",5.2,Comedy
To the Bone,Movie,United States,2017-07-14,2017,TV-MA,"Ellen, a 20-year-old with anorexia nervosa, goes on a harrowing, sometimes funny journey of self-discovery at a group home run by an unusual doctor.",6.8,Drama
"To Wong Foo, Thanks for Everything! Julie Newmar",Movie,United States,2019-08-01,1995,PG-13,Three New York drag queens on their way to Hollywood for a beauty pageant get stranded in a small Midwestern town when their car breaks down.,6.6,Comedy
Toast of London,TV Show,United Kingdom,2017-09-01,2015,TV-MA,"After a divorce and fatal career move, a classically trained British stage actor navigates single life with his odd roommate and takes on horrid jobs.",8.2,Comedy
Toc Toc,Movie,Spain,2018-05-01,2017,TV-MA,"A group of patients with OCD wait for their flight-delayed doctor to arrive for their appointments, forcing them to endure each other's oddball quirks.",6.7,Comedy
Todd Barry: Spicy Honey,Movie,United States,2017-12-26,2017,TV-MA,"With bone-dry wit, stand-up comic Todd Barry dissects texting emergencies, Hitler's taste in wine, pricey soap, cheap pizza and much more.",6.7,Comedy
Todd Glass: Act Happy,Movie,United States,2018-01-23,2018,TV-MA,Try to keep up as comedian Todd Glass delivers rapid-fire stand-up that bounces from his heart attack to his coming out to how to eat a Kit Kat.,5.0,Comedy
Todo lo que sería Lucas Lauriente,Movie,Argentina,2018-04-06,2018,TV-MA,"In his stand-up set, Argentine comic Lucas Lauriente animatedly rattles off reflections on different generations and begs kids to stop saying ""goals.""",7.7,Comedy
Tokyo Idols,Movie,United Kingdom,2017-10-01,2017,TV-14,"This documentary follows J-Pop idol Rio and her predominantly middle-aged fans, and their seemingly transactional interactions.",6.8,Documentaries
Tokyo Trial,TV Show,Canada,2016-12-13,2017,TV-MA,"In the wake of World War II, 11 Allied judges are tasked with weighing the fates of Japanese war criminals in a tense international trial.",7.4,Drama
Tom Papa: You're Doing Great!,Movie,United States,2020-02-04,2020,TV-14,"Comedian Tom Papa takes on body image issues, social media, pets, Staten Island, the ""old days"" and more in a special from his home state of New Jersey.",7.1,Comedy
Tom Segura: Ball Hog,Movie,United States,2020-03-24,2020,TV-MA,"Tom Segura scores laughs with uncomfortably candid stories about mothers, fathers, following your dreams — and other things you'd rather not think about.",7.3,Comedy
Tom Segura: Completely Normal,Movie,United States,2017-07-13,2014,TV-MA,Levelheaded stand-up Tom Segura shares offhand appraisals on hotels and opens up about his hobbies and digestive ailments in this comedy special.,7.8,Comedy
Tom Segura: Disgraceful,Movie,United States,2018-01-12,2018,TV-MA,"Tom Segura gives voice to the sordid thoughts you'd never say out loud, with blunt musings on porn, parking lot power struggles, parenthood and more.",7.6,Comedy
Tom Segura: Mostly Stories,Movie,United States,2016-01-08,2016,TV-MA,"The bearded, bawdy and comically bitter Tom Segura gets real about body piercings, the ""Area 51"" of men's bodies, and the lie he told Mike Tyson.",7.5,Comedy
Tomorrow Never Dies,Movie,United Kingdom,2019-12-31,1997,PG-13,"Pierce Brosnan stars in this 007 installment, which teams the secret agent and a sexy Chinese superspy against a megalomaniacal media mogul.",6.5,Action & Adventure
Tomorrow with You,TV Show,South Korea,2019-10-30,2017,TV-14,The head of a real estate firm with the ability to travel through time by taking the subway marries a photographer to try and change his future.,7.4,Romance
Tong: Memories,TV Show,South Korea,2017-03-01,2016,TV-MA,A tough young man with a short temper and no patience for bullies gains a legendary reputation as the best street fighter in Busan.,7.7,Action & Adventure
Tony Robbins: I Am Not Your Guru,Movie,United States,2016-07-15,2016,TV-MA,Tony Robbins' clients swear by his unorthodox life coaching methods. A revealing film goes behind the curtain at his annual mega-event.,6.7,Documentaries
Too Hot to Handle,TV Show,United States,2020-04-17,2020,TV-MA,"On the shores of paradise, gorgeous singles meet and mingle. But there’s a twist. To win a $100,000 grand prize, they’ll have to give up sex.",4.5,Reality
Toon,TV Show,Netherlands,2019-10-18,2017,TV-MA,"Reclusive, socially awkward jingle composer Toon must navigate the nightmarish world of show biz after a viral video skyrockets him to fame.",7.7,Comedy
Tootsies & The Fake,Movie,Thailand,2020-03-05,2019,TV-MA,"After knocking a celebrity unconscious before a huge job, a bumbling pack of pals tries to avoid a lawsuit by replacing her with a look-alike.",5.9,Comedy
Top 10 Secrets and Mysteries,TV Show,United Kingdom,2019-03-15,2018,TV-14,"This series investigates mysteries that persistently elude scientific explanation, such as mythical creatures, UFOs, sacred sites and more.",5.1,Documentaries
Top Grier,TV Show,United States,2018-12-31,2018,TV-MA,"Social media star Hayes Grier returns to North Carolina for a reality series packed with action sports, pranks and romantic escapades.",5.6,Reality
Toro,Movie,Spain,2017-04-01,2016,TV-MA,Ex-con Toro's brother and former partner in crime makes a desperate plea for help that may put Toro back behind bars ... if he survives at all.,5.9,Drama
Tottaa Pataaka Item Maal,Movie,India,2019-06-25,2018,TV-MA,"Exasperated with living in perpetual fear for their safety, four women kidnap a man to show him the realities of being female in Delhi.",7.9,Drama
Toy Boy,TV Show,Spain,2020-02-28,2019,TV-MA,"After seven years in a Málaga prison, a male stripper is released pending retrial and sets out to prove his lover framed him for her husband's murder.",6.5,Crime
Tracy Morgan: Staying Alive,Movie,United States,2017-05-16,2017,TV-MA,"In his first special since his serious car accident, Tracy Morgan cracks jokes about life in a coma, his second marriage and his family's dark side.",6.1,Comedy
Trailer Park Boys,TV Show,Canada,2018-03-30,2018,TV-MA,Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.,8.4,Crime
Trailer Park Boys: Countdown to Liquor Day,Movie,Canada,2018-03-30,2009,R,"After their latest jail stint, boozy pals Julian, Bubbles and Ricky plan to go legit but learn trailer park manager Jim aims to demolish their homes.",7.4,Comedy
Trailer Park Boys: Out of the Park: Europe,TV Show,Canada,2016-10-28,2016,TV-MA,"The Trailer Park Boys are thrilled to get a free trip to Europe, until they arrive and learn about their corporate sponsor's unusual requirements.",6.6,Comedy
Trailer Park Boys: Say Goodnight to the Bad Guys,Movie,Canada,2018-03-01,2008,TV-MA,"A year after the Season 7 finale, the boys are poised to live the good life. But an old enemy throws a wrench in things once again.",7.9,Comedy
Trailer Park Boys: The Animated Series,TV Show,Canada,2020-05-22,2020,TV-MA,"Nova Scotia’s favorite miscreants have always been super sketchy. Now, carrying on from the Season 12 finale, the boys have become complete cartoons.",7.5,Comedy
Trailer Park Boys: The Movie,Movie,Canada,2018-03-30,2006,R,"In this feature-length adventure, Ricky, Julian and Bubbles – just out of jail – plan the lamest scheme yet: to get rich by stealing tons of change.",7.2,Comedy
Train of the Dead,Movie,Thailand,2018-07-25,2007,TV-MA,Five teenagers on the lam hide out in an empty train. Little do they realize that the train is inhabited by ghosts on their way to final judgment.,3.5,Horror
Train to Busan,Movie,South Korea,2017-03-18,2016,TV-MA,"As a zombie outbreak sweeps the country, a dad and his daughter take a harrowing train journey in an attempt to reach the only city that's still safe.",7.5,Horror
Traitors,TV Show,United Kingdom,2019-03-29,2019,TV-MA,"As World War II ends, a young English woman agrees to help an enigmatic American agent root out Russian infiltration of the British government.",6.6,Drama
Tramps,Movie,United States,2017-04-21,2017,TV-MA,"Pulled into a shady briefcase swap for different reasons, young strangers Danny and Ellie spend an eventful night together when the deal goes wrong.",6.5,Drama
Transcendence,Movie,United Kingdom,2018-11-01,2014,PG-13,Two computer scientists work to achieve technological singularity to create a world where computers can transcend the abilities of the human brain.,6.3,Sci-Fi & Fantasy
Transformer,Movie,Canada,2019-02-20,2017,TV-MA,Powerlifter Matt Kroczaleski faced his greatest challenge when he came out as transgender. This documentary captures his transition into a woman.,7.4,Documentaries
Transformers: Rescue Bots,TV Show,Canada,2018-09-19,2016,TV-Y7,"Follow the adventure of four young transformers, Heatwave, Chase, Blades and Boulder, and their human counterparts: a family of emergency responders.",6.5,Children
Trash,Movie,United Kingdom,2019-01-01,2014,R,"Three poor Brazilian teens find something suspicious in a garbage heap, then end up on the run from the law as they try to set things right.",7.2,Drama
Travelers,TV Show,Canada,2018-12-14,2018,TV-MA,"A federal agent tracks four people who suddenly seem to possess entirely new personalities, leading to a startling discovery about humanity's future.",8.1,Crime
Travis Scott: Look Mom I Can Fly,Movie,United States,2019-08-28,2019,TV-MA,"While crafting his Grammy-nominated album ""Astroworld,"" Travis Scott juggles controversy, fatherhood and career highs in this intimate documentary.",6.3,Documentaries
Treehouse Detectives,TV Show,South Korea,2018-11-09,2018,TV-Y,"When their animal friends need help, brother-and-sister team Toby and Teri use the clues and follow the facts to solve mysteries in their own backyard.",6.8,Children
Tremors,Movie,United States,2020-01-01,1990,PG-13,"After a seismologist gets unusual readings on her equipment, handymen discover 30-foot-long carnivorous worms that suck their prey underground.",7.1,Comedy
Tremors 3: Back to Perfection,Movie,United States,2020-01-01,2001,PG,"When a theme park's simulated giant worm attacks turn real, Burt Gummer and two young entrepreneurs team up to battle the flesh-eating graboids.",5.3,Comedy
Tremors 4: The Legend Begins,Movie,United States,2020-01-01,2004,PG-13,"Residents of a abandoned mining town attempt to get to the bottom of a series of recent, mysterious deaths before their own fates are sealed.",5.3,Comedy
Trespass Against Us,Movie,United Kingdom,2019-02-22,2016,R,"A man from a criminal family yearns to break away and find a better life, but his father's staunch opposition puts his dreams of freedom in jeopardy.",5.8,Drama
Trevor Noah: Afraid of the Dark,Movie,United States,2017-02-21,2017,TV-14,"The ""Daily Show"" host ponders the perils of naming countries, how traffic lights turn New Yorkers invincible and why you shouldn't drink in Scotland.",7.2,Comedy
Trinkets,TV Show,United States,2020-08-25,2020,TV-MA,A grieving teen finds an unexpected connection with two classmates at her new high school after they all land in the same Shoplifters Anonymous group.,7.1,Drama
Triple Frontier,Movie,United States,2019-03-13,2019,R,"Loyalties are tested when five former special forces operatives reunite to steal a drug lord's fortune, unleashing a chain of unintended consequences.",6.4,Action & Adventure
Triple Threat,Movie,Thailand,2019-06-22,2019,R,A crew of ruthless criminals hired to kill an influential heiress meet their match in a trio of surprisingly adept fighters who come to her aid.,5.5,Action & Adventure
Trixie Mattel: Moving Parts,Movie,United States,2020-03-27,2019,TV-MA,Drag queen Trixie Mattel deals with the bittersweet reality of success in this documentary that explores her rise to fame and subsequent music career.,7.3,Documentaries
Trolls: The Beat Goes On!,TV Show,United States,2019-11-22,2019,TV-Y7,"As Queen Poppy welcomes a new time of peace in Troll Village with parties, sports and holiday celebrations, Branch tries to be more fun-loving.",5.7,Comedy
Trophy,Movie,United Kingdom,2018-02-13,2017,TV-MA,This documentary explores the tensions between the lucrative big-game hunting business and wildlife conservation from a variety of perspectives.,7.3,Documentaries
Trotsky,TV Show,Russia,2018-12-10,2017,TV-MA,The complex historical figure of Leon Trotsky comes to life in this epic biography that depicts the tumultuous life of the Russian revolutionary.,7.1,Drama
Truckbhar Swapna,Movie,India,2019-02-01,2018,TV-14,A taxi driver living in a Mumbai slum seeks to better his family's life by building an extension of his home while dealing with a lecherous contractor.,6.3,Comedy
True and the Rainbow Kingdom,TV Show,United States,2019-08-30,2019,TV-Y,"When something's wrong in the Rainbow Kingdom, bighearted guardian True and her best friend, Bartleby, are there to grant wishes and save the day.",6.9,Children
True Memoirs of an International Assassin,Movie,United States,2016-11-11,2016,TV-14,"After his publisher markets his crime novel as a memoir, a novice author finds himself forcibly recruited into a deadly political plot in Venezuela.",5.9,Comedy
True: Grabbleapple Harvest,Movie,Canada,2019-11-01,2019,TV-Y,It's Grabbleapple harvest season in the Rainbow Kingdom ... but Glummy Glooma doesn't want autumn to come. Can True and her friends save the festival?,4.8,Children
True: Happy Hearts Day,Movie,United States,2019-02-01,2019,TV-Y,"True and Bartleby try to cheer up the Rainbow Kingdom’s loneliest citizen, but his gloomy mood is contagious! Can a trio of wishes turn things around?",8.6,Children
True: Tricky Treat Day,Movie,Canada,2019-09-20,2019,TV-Y,It's up to True and her friends to save the day when a hungry Yeti sneaks a forbidden treat and fills the kingdom with Howling Greenies.,7.4,Children
True: Wuzzle Wegg Day,Movie,Canada,2020-03-27,2020,TV-Y,"Spring has sprung in Rainbow City, and Wuzzle Wegg Day is right around the corner! But Bartleby's convinced that a Wegg-stealing monster is on the loose.",5.6,Children
Trumbo,Movie,United States,2020-05-19,2015,R,"When he is blacklisted by Hollywood for his leftist political views, screenwriter Dalton Trumbo struggles to find work in secret as a ghost writer.",7.5,Drama
Trump: An American Dream,TV Show,United Kingdom,2018-03-30,2018,TV-14,"Friends, associates and critics reveal the truly American story of Donald Trump, the brash businessman who defied the odds to become U.S. president.",7.2,Documentaries
Truth or Dare,Movie,United States,2018-10-03,2017,TV-MA,"A game of ""Truth or Dare"" among college friends on spring break turns deadly when a demon seems determined to use it to kill them all.",5.0,Horror
Tuca & Bertie,TV Show,United States,2019-05-03,2019,TV-MA,Free-spirited toucan Tuca and self-doubting song thrush Bertie are best friends – and birds – who guide each other through life's ups and downs.,7.4,Comedy
Tucker and Dale vs. Evil,Movie,Canada,2019-03-29,2010,R,"Expecting to relax at their ""vacation"" cabin, two backwoods boys see their trip turn into a nightmare when they're accused of being psychotic killers.",7.5,Comedy
Tum Milo Toh Sahi,Movie,India,2018-07-01,2010,TV-14,An astute but old-fashioned law clerk steps up to help the owner of a cafe in a legal battle that has both business and personal ramifications.,5.7,Comedy
Tune in for Love,Movie,South Korea,2019-11-05,2019,TV-MA,"A student and a reticent teen first meet at a bakery in the 1990s and try to find each other through the years, as fate keeps pulling them apart.",7.1,Drama
Tunisian Victory,Movie,United States,2017-03-31,1944,TV-14,"British and American troops join forces to liberate a Nazi stranglehold in North Africa, sharing battles, hard work and a peaceful Christmas dinner.",6.6,Documentaries
Turbo,Movie,United States,2019-09-12,2013,PG,A speed-obsessed snail who dreams of being the world's greatest race car driver gets his chance when an accident imbues him with high-octane speed.,6.4,Comedy
Turbo FAST,TV Show,United States,2016-02-05,2016,TV-Y7,"Join Turbo and his posse, the Fast Action Stunt Team. Filled with comedy, action and fun, this series amps it up to the extreme.",6.6,Children
Turn Up Charlie,TV Show,United Kingdom,2019-03-15,2019,TV-MA,A down-and-out DJ plots to rebuild his music career while working as a nanny for his famous best friend's wild 11-year-old daughter.,7.1,Comedy
TURN: Washington's Spies,TV Show,United States,2017-12-01,2017,TV-14,"Set in 1778, this period drama recounts the story of Abe Woodhull, an American cabbage farmer obliged to begin spying on the British enemy.",8.1,Drama
Tusk,Movie,United States,2018-07-24,2014,R,"When a wise-guy podcaster interviews a disabled seafarer, he decides to embark on a transformational quest to track down a dangerous walrus-monster.",5.3,Horror
Twin Peaks,TV Show,United States,2017-07-01,1990,TV-14,"""Who killed Laura Palmer?"" is the question on everyone's lips in a secretive small town, but as an eccentric FBI agent learns, the answer isn't easy.",8.8,Crime
Twins Mission,Movie,Hong Kong,2019-07-21,2007,TV-MA,"To retrieve a healing bead stolen from its guardian monks, a pair of bickering twin sisters face off against an entire gang of rival twins.",5.3,Action & Adventure
Twinsanity,Movie,United States,2019-03-15,2018,TV-MA,"When a yoga enthusiast begins to pull away from her identical twin sister and business partner, their lifelong bond turns deadly.",4.1,Horror
Two Catalonias,Movie,Spain,2018-09-28,2018,TV-MA,Lawmakers and activists with conflicting ideologies speak about the complexities of Catalonia's politics and the fight for its independence from Spain.,6.5,Documentaries
Two Sentence Horror Stories,TV Show,United States,2019-09-20,2019,TV-14,This anthology series of terror features diverse characters facing primal fears in spine-chilling situations that stretch past daily routine.,5.5,Teen
Tyke Elephant Outlaw,Movie,Australia,2015-12-01,2015,TV-14,"This documentary recounts a 1994 incident in Honolulu in which a circus elephant attacked and killed its trainer, then ran loose on the city streets.",7.4,Documentaries
Typewriter,TV Show,India,2019-07-19,2019,TV-MA,"Three young friends in Goa plan to search an old villa for ghosts, but when a new family moves in, the home’s buried past resurfaces in chilling ways.",6.5,Horror
U Turn,Movie,India,2019-11-07,2016,TV-14,A reporter must hunt for the truth behind a strange murder after she crosses paths with a young cop and becomes the investigation's prime suspect.,7.5,Thrillers
Udaan,Movie,India,2018-10-01,2010,TV-MA,"Upon returning to his industrial hometown, a young man must decide whether to follow his own dreams or acquiesce to his father's plans for his future.",8.2,Drama
Udta Punjab,Movie,India,2017-01-01,2016,TV-MA,"Drug abuse and the darker side of Punjab rear their heads in the intense, interwoven tales of a cop, a doctor, a migrant worker and a rock star.",7.8,Drama
Ugly Aur Pagli,Movie,India,2019-02-15,2008,TV-14,"Everyday guy Kabir is thrown for a loop when he meets Kuhu, a freewheeling party girl. Now, he's a changed man, dancing, running half-naked through the streets and donning ladies' shoes at her whim.",3.7,Comedy
